Name,Industry,VAT number,Affiliate advertiser ID,External ID,Labels
Oppilastalo Oy17313,,FI1503451,17313,,
OPR-Vakuus Oy26329,,FI19939026,26329,,
Opteam Yhtiöt Oy25016,,FI15078863,25016,,
Opti-Aika Järvelä Oy50234,,FI3513151,50234,,
Optikko A. Sipola Oy26478,,FI9197807,26478,,
Optikko Mäkelä Optila Oy6457,,FI6062413,6457,,
Optikko Ylander Synsam16777,,FI19994535,16777,,
Optikkomestari Uotila Ky16779,,FI3080018,16779,,
Optimaari Oy55799,,FI17128510,55799,,
OptimiKodit Oy56715,,FI24054337,56715,,
Optiminäkö Oy31721,,FI10808599,31721,,
Optimus Maximus Oy35280,,FI20387126,35280,,
Optimus Oy12719,,FI7037252,12719,,
Opti-Silmä Oy53661,,FI2237124,53661,,
OpusCapita Group Oy16586,,FI14655702,16586,,
OpusCapita Group Oy20991,,FI14655702,20991,,
Oracle Finland Oy25360,,FI6400216,25360,,
Oracle Finland Oy36962,,FI6400216,36962,,
Oral Hammaslääkärit Oyj33793,,FI9678280,33793,,
Orange Advertising55419,,FI1092058,55419,,
Oras Oy1672,,FI19880490,1672,,
Oras Riikka Johanna Mariia56603,,FI14812819,56603,,
Order marketing innovation agency Oy55401,,FI24594309,55401,,
OrellGroup Oy54801,,FI22408779,54801,,
Oriflame Oy22005,,FI1122800,22005,,
Original Sokos Hotel Puijonsarvi10124,,FI8642358,10124,,
Orimattilan apteekki om. Sinikka Lankinen24383,,FI10136534,24383,,
Orimattilan kaupunki8897,,FI1299200,8897,,
Oriola Oy32579,,FI1122827,32579,,
Oriola Oy29817,,FI1122827,29817,,
Orion Oyj18246,,FI19992126,18246,,
Orion Oyj25249,,FI19992126,25249,,
Orion Oyj29271,,FI19992126,29271,,
Orion Oyj1517,,FI19992126,1517,,
Orion Oyj29378,,FI19992126,29378,,
Oriveden kaupunki19067,,FI1517896,19067,,
Oriveden Ponnistus ry57798,,FI4866338,57798,,
Orkla Care Oy29838,,FI18682716,29838,,
Orkla Foods Finland Oy19258,,FI2036023,19258,,
Orkla Foods Finland Oy5401,,FI2036023,5401,,
Orkla Foods Finland Oy36275,,FI2036023,36275,,
Oro Oy29605,,FI14545781,29605,,
OS/G Ezpa Oy115,,FI18080192,115,,
Osahankinta Oy8411,,FI2042108,8411,,
Osakesäästäjien keskusliitto Ry36426,,FI10876401,36426,,
Osakeyhtiö Eloranta13998,,FI1711015,13998,,
Osakeyhtiö Hallman29523,,FI1711146,29523,,
Osakeyhtiö Osk. Rajala6733,,FI1975221,6733,,
Osakeyhtiö Osk. Rajala35361,,FI1975221,35361,,
OSAKONSERNI: SGN Sportia Oy9555,,FI20421523,9555,,
Osarata Oy55987,,FI23954499,55987,,
Oscar Software Oy55538,,FI19424778,55538,,
OSG mainonta Oy13749,,FI18080192,13749,,
Osio Oy51970,,FI18126648,51970,,
Ositum Oy35894,,FI17301686,35894,,
Ostnor Finland Oy33361,,FI17960120,33361,,
Ostnor Finland Oy34295,,FI17960120,34295,,
Osto- ja Myyntiliike Huutokauppatoimisto S Niemelä52833,,FI15595908,52833,,
Ostospuisto Tammiston kauppiasyhdistys ry yhdistys36795,,FI21551303,36795,,
Osuuskauppa Arina51088,,FI01876143,51088,,
Osuuskauppa Arina12282,,FI1876143,12282,,
Osuuskauppa Arina24379,,FI1876143,24379,,
Osuuskauppa Arina27155,,FI1876143,27155,,
Osuuskauppa Arina54528,,FI1876143,54528,,
Osuuskauppa Arina56211,,FI1876143,56211,,
Osuuskauppa Arina36596,,FI4308758,36596,,
Osuuskauppa Arina/Limingantullin Prisma23484,,FI1876143,23484,,
Osuuskauppa Hämeenmaa29763,,FI1098628,29763,,
Osuuskauppa Hämeenmaa16543,,FI9102572,16543,,
Osuuskauppa Hämeenmaa35184,,FI9102572,35184,,
Osuuskauppa Hämeenmaa35583,,FI9102572,35583,,
Osuuskauppa Hämeenmaa/Sokos33039,,FI16332739,33039,,
Osuuskauppa Hämeenmaa/vihreä kortti12720,,FI9102572,12720,,
Osuuskauppa Keskimaa5925,,FI2082652,5925,,
Osuuskauppa Keskimaa/Kodin Terra37297,,FI2082652,37297,,
Osuuskauppa Keskimaa/Prismat6667,,FI2082652,6667,,
Osuuskauppa Keskimaa/Sokos Jyväskylä32226,,FI2082652,32226,,
Osuuskauppa Keula14300,,FI1387534,14300,,
Osuuskauppa KPO14382,,FI2428211,14382,,
Osuuskauppa Maakunta12350,,FI1855051,12350,,
OSUUSKAUPPA SUUR-SAVO15803,,FI2072200,15803,,
Osuuskauppa Suur-Savo27815,,FI2072200,27815,,
Osuuskauppa Suur-Savo56265,,FI2072200,56265,,
Osuuskauppa Suur-Savo56266,,FI2072200,56266,,
Osuuskauppa Suur-Savo56267,,FI2072200,56267,,
Osuuskauppa Suur-Savo56268,,FI2072200,56268,,
Osuuskauppa Suur-Savo56269,,FI2072200,56269,,
Osuuskauppa Suur-Savo56741,,FI2072200,56741,,
Osuuskauppa Varuboden-Osla Handelslag51461,,FI23645151,51461,,
Osuuskauppa Ympäristö6460,,FI1610599,6460,,
Osuuskunta Informaatiokirjakauppa1162,,FI1668774,1162,,
Osuuskunta Informaatiokirjakauppa36745,,FI21883316,36745,,
Osuuskunta Kanslia56733,,FI20452514,56733,,
Osuuskunta Korpipaja54513,,FI22104345,54513,,
Osuuskunta Maitokolmio20800,,FI1827704,20800,,
Osuuskunta Maitomaa54867,,FI1729629,54867,,
Osuuskunta Merkkimatot27594,,FI2979240,27594,,
Osuuskunta Satamaito14639,,FI4511035,14639,,
Osuuskunta Suomen Asuntomessut1033,,FI1162650,1033,,
Osuuskunta Suomen Kamerakauppiaat37593,,FI2371593,37593,,
Osuuskunta Tervakanava57935,,FI25130485,57935,,
Osuuskunta Timanttiset8021,,FI1553643,8021,,
Osuuskunta Zemi Finland53979,,FI19261681,53979,,
Osuuspankki Poppia22370,,FI1708692,22370,,
Osuuspankki Poppia25994,,FI1708692,25994,,
Osuuspankki Poppia28891,,FI1708692,28891,,
Osuuspankki Poppia34241,,FI1708692,34241,,
Osuuspankki Poppia54254,,FI1708692,54254,,
OT Kiinteistökehitys Oy52085,,FI22307273,52085,,
Ota-Tuote Oy33434,,FI3002925,33434,,
Otavamedia Oy1163,,FI1968072,1163,,
Otavamedia Oy1611,,FI1968072,1611,,
Otavamedia Oy1781,,FI1968072,1781,,
Otavamedia Oy2216,,FI1968072,2216,,
Otavamedia Oy2218,,FI1968072,2218,,
Otavamedia Oy2219,,FI1968072,2219,,
Otavamedia Oy2224,,FI1968072,2224,,
Otavamedia Oy7524,,FI1968072,7524,,
Otavamedia Oy13227,,FI1968072,13227,,
Otavamedia Oy20597,,FI1968072,20597,,
Otavamedia Oy30490,,FI1968072,30490,,
Otavamedia Oy33405,,FI1968072,33405,,
Otavamedia Oy33579,,FI1968072,33579,,
Otavamedia Oy50151,,FI1968072,50151,,
OTC-sijoitus Oy56317,,FI15042449,56317,,
OTO-Tekniikka ky50294,,FI6410406,50294,,
Otto Production Company525,,FI17284142,525,,
Ottoboni Finland Oy24832,,FI9082081,24832,,
Ottomaani Oy23643,,FI3665403,23643,,
Oulaisten kaupunki19595,,FI1868522,19595,,
Oulu Lines Oy52048,,FI10775491,52048,,
Oulu Tours Group Oy52858,,FI10489647,52858,,
Oulujokilaakson Golf Oy37003,,FI18708867,37003,,
Oulun 2. apteekki55151,,FI23721281,55151,,
Oulun 6. Joutsen apteekki55032,,FI18934100,55032,,
Oulun Akku Oy3956,,FI14412997,3956,,
Oulun Arvokiinteistöt Oy50249,,FI20603730,50249,,
Oulun Autokumi Oy53656,,FI19468682,53656,,
Oulun Automaalit Oy55448,,FI7321413,55448,,
Oulun AV-tekniikka53153,,FI12550333,53153,,
Oulun Baari Oy25845,,FI8043857,25845,,
Oulun Crecian Oy55150,,FI15619471,55150,,
Oulun Diakonissalaitoksen Säätiö58066,,FI2430047,58066,,
Oulun DM-Auto Oy37237,,FI9719329,37237,,
Oulun Eläinklinikka Oy53017,,FI23451138,53017,,
Oulun Energia52097,,FI1876901,52097,,
Oulun ev.-lut. seurakuntayhtymä13214,,FI2101091,13214,,
Oulun HammasSalon Oy52687,,FI19275565,52687,,
Oulun Hinauskuljetus Hartikainen Ky28259,,FI9172503,28259,,
Oulun Huoneisto-Idea Oy50409,,FI8553742,50409,,
Oulun Huoneistoketju Oy LKV38310,,FI10178582,38310,,
Oulun III Hansa Apteekki54987,,FI21220213,54987,,
Oulun JJ Hifi & Tuning Oy52378,,FI18036335,52378,,
Oulun Kalustehalli Oy34249,,FI2506718,34249,,
Oulun kauppakamari3957,,FI2101147,3957,,
Oulun Kaupunginteatteri Oy8139,,FI24231970,8139,,
Oulun kaupunki7959,,FI1876901,7959,,
Oulun kaupunki8037,,FI1876901,8037,,
Oulun kaupunki8104,,FI1876901,8104,,
Oulun kaupunki8740,,FI1876901,8740,,
Oulun kaupunki24614,,FI1876901,24614,,
Oulun kaupunki26082,,FI1876901,26082,,
Oulun kaupunki52642,,FI1876901,52642,,
Oulun kaupunki56618,,FI1876901,56618,,
Oulun Keilailutalo Oy50756,,FI1873831,50756,,
Oulun Keittiöidea Oy54948,,FI16354241,54948,,
Oulun Kenkä- ja Laukku Boutique Oy51821,,FI7311856,51821,,
Oulun Keskus Apteekki56030,,FI15975097,56030,,
Oulun Kodinonni Oy21265,,FI8131929,21265,,
Oulun Konekauppa Oy26210,,FI5582273,26210,,
Oulun Kopiokeskus Oy51848,,FI22434096,51848,,
Oulun Koru Oy14819,,FI1873954,14819,,
Oulun Kulttuuritapahtumayhdistys ry53796,,FI23786552,53796,,
Oulun Kärpät Oy3962,,FI9830086,3962,,
Oulun Kärpät Oy54200,,FI9830086,54200,,
Oulun Laukku Oy3963,,FI3500406,3963,,
Oulun Lihakauppa Oy52518,,FI21128708,52518,,
Oulun Liikekeskus ry20624,,FI5585829,20624,,
Oulun Lukitustekniikka Oy51770,,FI21497167,51770,,
Oulun Mainoskeskus Oy28740,,FI9430023,28740,,
Oulun Matkailu Oy25125,,FI23391673,25125,,
Oulun Mega keittiö Oy54950,,FI18676965,54950,,
Oulun Moniasunnot Oy51212,,FI10544909,51212,,
Oulun Muotihuone Oy28396,,FI10146839,28396,,
Oulun Muotivaate Oy52811,,FI21570723,52811,,
Oulun Musiikkivideofestivaalit ry22627,,FI14604446,22627,,
Oulun Neon Oy8239,,FI9190357,8239,,
Oulun Op-Kiinteistökeskus Oy37398,,FI9355553,37398,,
Oulun Osuuspankki8027,,FI1876178,8027,,
Oulun Palvelualan Opisto34305,,FI1877111,34305,,
Oulun Perävaunucenter Oy3992,,FI9953967,3992,,
Oulun Piharakennus Oy56270,,FI10559772,56270,,
Oulun Pysäköinti Oy3970,,FI7280279,3970,,
Oulun Rakennusteho Oy50827,,FI10001242,50827,,
Oulun Ratsumestarit Jaana Heiskanen51861,,FI23178709,51861,,
Oulun seudun koulutuskuntayhtymä (OSEKK)23221,,FI25097478,23221,,
Oulun seudun koulutuskuntayhtymä (OSEKK)36950,,FI25097478,36950,,
Oulun seudun koulutuskuntayhtymä (OSEKK)21458,,FI9924453,21458,,
Oulun seudun koulutuskuntayhtymä (OSEKK)29409,,FI9924453,29409,,
Oulun Sisustajat Oy3971,,FI5500274,3971,,
Oulun Sivakka Oy28218,,FI5104386,28218,,
Oulun Soitin ja Tarvike Oy22339,,FI11062434,22339,,
Oulun Sosialidemokraattinen Piiri ry4023,,FI1877461,4023,,
Oulun Sosialidemokraattinen Työväenyhdistys ry53076,,FI2150619,53076,,
Oulun Special Bike51822,,FI15988648,51822,,
Oulun Sports & Karting Center Oy55088,,FI22481781,55088,,
Oulun Sähkönmyynti Oy12371,,FI17032965,12371,,
Oulun Taksipalvelut Oy57888,,FI20105475,57888,,
Oulun Tapahtumat Oy33227,,FI19589230,33227,,
Oulun Telepalvelu Oy53669,,FI23639720,53669,,
Oulun Uusi Muoti Oy8116,,FI2102051,8116,,
Oulun Vesi ja Lämpö Oy14166,,FI1859896,14166,,
Oulun Yrityskalusto Oy24919,,FI19837185,24919,,
Oulunkaaren kuntayhtymä24893,,FI10065385,24893,,
Oulunsalon Hammaslääkärikeskus Oy52961,,FI16028104,52961,,
Ounaspuu Oy58094,,FI10131186,58094,,
Ounasvaaran Areena-Palvelut Oy55930,,FI19773660,55930,,
Ounasvaaran Hiihtokeskus Oy56689,,FI19706919,56689,,
Ounasvaaran Hiihtoseura ry12495,,FI1924037,12495,,
Ouse Oy56256,,FI20973053,56256,,
Out of the Dark Group Oy35246,,FI19672667,35246,,
Outdoor Media Oy35335,,FI14413404,35335,,
Outek Oy53355,,FI9501098,53355,,
Outi Nurmi Oy50236,,FI19767850,50236,,
Outlet-Kirppis Aarre Oy57987,,FI26155705,57987,,
Outokummun kaupunki25162,,FI2076041,25162,,
Outokummun OP-Kiinteistökeskus Oy37820,,FI1691640,37820,,
Outokumpu Oyj1377,,FI2152542,1377,,
Outotec (Finland) Oy53308,,FI15386292,53308,,
Ovalon52523,,FI21714483,52523,,
Ovenia Isännöinti Oy52197,,FI5954129,52197,,
Ovenia Oy32388,,FI4200528,32388,,
Ovenia Oy33437,,FI4200528,33437,,
Oversol Oy36086,,FI16343681,36086,,
Oversol Oy53417,,FI16343681,53417,,
OviCo Oy56346,,FI25127948,56346,,
Ovikauppa Ercoma Oy56427,,FI21588739,56427,,
OVIKU OY57076,,FI25682087,57076,,
Ovumia Oy50915,,FI23202940,50915,,
Ovumia Oy54911,,FI23202940,54911,,
OX FINLAND OY55821,,FI23345001,55821,,
Oxa Oy52338,,FI7397901,52338,,
Oy Academic Work Suomi Ab51034,,FI20976537,51034,,
Oy Aga Ab1015,,FI1003465,1015,,
Oy Ahola Group Ab22738,,FI2089395,22738,,
Oy Ahola Group Ab54134,,FI2089395,54134,,
Oy Aimo Latvala Ab52050,,FI5718812,52050,,
Oy Airam Electric Ab1019,,FI7335495,1019,,
Oy AJ-Tuotteet Ab23908,,FI6430095,23908,,
Oy Albert Hall Finland Ltd32330,,FI8261168,32330,,
Oy Alexander Tillander Ab1624,,FI1128057,1624,,
Oy AMC Motors Ltd Finland51663,,FI22049841,51663,,
Oy Anglo-Nordic Ab1075,,FI22539314,1075,,
Oy Anglo-Nordic Ab54274,,FI22539314,54274,,
Oy Anima Vitae Ltd29443,,FI15854551,29443,,
Oy Annikki Karvinen Ltd27104,,FI9589958,27104,,
Oy Ansari-Yhtymä27106,,FI1626013,27106,,
OY Apilanlehti/Klöverbladet AB33057,,FI11041502,33057,,
Oy Archipelago Instruments Ab50186,,FI21834960,50186,,
Oy Articma Ltd.35838,,FI9010635,35838,,
Oy Arvid Nordquist Finland Ab1435,,FI9409355,1435,,
Oy Arvid Nordquist Finland Ab32253,,FI9409355,32253,,
Oy Arwidson Ab29357,,FI1066781,29357,,
Oy Atlantic Film Finland Ab55110,,FI24242696,55110,,
Oy Aurinkomatkat - Suntours Ltd Ab10302,,FI2009914,10302,,
Oy Aurinkomatkat - Suntours Ltd Ab30052,,FI2009914,30052,,
OY AURINKOMATKAT - SUNTOURS LTD AB1037,,FI2009914,1037,,
Oy Autoliike Nystedt Bilaffär Ab32514,,FI9832794,32514,,
Oy Automyynti-Bilförsäljning L.Lerbacka Ab55125,,FI9546755,55125,,
Oy Avec-Shoe Ltd27066,,FI6915690,27066,,
Oy B&S Nordic Ab55130,,FI15874042,55130,,
Oy Bang & Olufsen Ab5164,,FI1955482,5164,,
Oy Basso Media Ltd.35279,,FI19000262,35279,,
Oy Bear & Water Ab51383,,FI5857388,51383,,
Oy Bene FinDivers Ltd50812,,FI22019386,50812,,
OY Bergsala AB32770,,FI6671702,32770,,
OY Bergsala AB34120,,FI6671702,34120,,
Oy Bergtorp Ab55862,,FI23929373,55862,,
Oy Beweship Group Ab23664,,FI1070342,23664,,
Oy Bike Group Finland Ltd58178,,FI18358473,58178,,
Oy BMW Suomi Ab16499,,FI9880059,16499,,
OY BOTNIA FINANCE AB51921,,FI22962489,51921,,
Oy Botnia Marin Ab53809,,FI2165618,53809,,
Oy Bowling Ab50775,,FI1071011,50775,,
Oy Bowling Ab50776,,FI1071011,50776,,
Oy Brandt Ab24670,,FI6811613,24670,,
Oy Breakaway Ab36027,,FI17399978,36027,,
Oy Bristol-Myers Squibb (Finland) Ab53329,,FI1071193,53329,,
Oy Calix Ab14744,,FI7209843,14744,,
Oy Carlson10844,,FI1710928,10844,,
Oy Carlson36110,,FI1710928,36110,,
Oy Center-Inn Ab29808,,FI5034381,29808,,
Oy CHANGE of Scandinavia Finland Ab37283,,FI20051999,37283,,
Oy Chris-Wine Finland Ab29998,,FI15976479,29998,,
Oy Cinema Mondo Ltd23341,,FI8306581,23341,,
Oy Conalin Ab53886,,FI17953940,53886,,
Oy Confetti Restaurants Ab54807,,FI15860548,54807,,
Oy Cosmos Music Finland Ab26607,,FI8406822,26607,,
Oy Creamedia Ab899,,FI8412026,899,,
Oy Creamedia Ab21659,,FI8412026,21659,,
Oy Cutetrading Co. Ltd.55053,,FI10480116,55053,,
Oy Cybersoft Ab32104,,FI7797956,32104,,
Oy Dagmar Ab/Yht.k14442,,FI1073463,14442,,
Oy Danfoss Ab33471,,FI15715535,33471,,
Oy Danfoss Ab38126,,FI15715535,38126,,
Oy Delice Plus Ab33837,,FI20164715,33837,,
Oy Dell Ab11261,,FI8444327,11261,,
Oy Delux Ab19700,,FI8275615,19700,,
Oy DJS Automation Ab32290,,FI16364407,32290,,
Oy Duroy Ab36844,,FI1074810,36844,,
Oy E. Boström Ab20829,,FI9131357,20829,,
Oy Ebookers Finland Ltd24726,,FI7057384,24726,,
Oy Ekornes Ab1943,,FI5909547,1943,,
Oy Electrolux Ab12611,,FI19638362,12611,,
Oy Electrolux Ab14192,,FI19638362,14192,,
Oy Electrolux Ab19771,,FI19638362,19771,,
Oy Elfving Ab3345,,FI1075936,3345,,
Oy Eli Lilly Finland Ab27595,,FI2110692,27595,,
Oy Elixia Finland Ab25890,,FI4598855,25890,,
Oy Elixia Finland Ab29386,,FI4598855,29386,,
Oy Elixia Finland Ab32512,,FI4598855,32512,,
Oy Eläinlääkäriasema Mevet - Veterinärstation Mevet Ab54839,,FI1076349,54839,,
Oy EMI Finland Ab1092,,FI1076437,1092,,
Oy EMI Finland Ab12254,,FI1076437,12254,,
Oy Eniro Finland Ab53240,,FI1001304,53240,,
Oy Estrella37876,,FI23892662,37876,,
Oy Faktavisa Ab34833,,FI9382236,34833,,
Oy Fellow Fisherman Ltd13273,,FI15715690,13273,,
Oy Femeda Ab36282,,FI8609654,36282,,
Oy Fenris Ab584,,FI8047161,584,,
Oy Festmakers Finland LTD27294,,FI10710022,27294,,
Oy Fg-Naxos Ab18062,,FI2228367,18062,,
Oy Fibar-Group Ltd57372,,FI7829006,57372,,
Oy Filmkompaniet Alpha Ab51891,,FI18477341,51891,,
Oy Finn Lectura Ab35073,,FI6345966,35073,,
Oy Finn-Marin Ltd55123,,FI20742781,55123,,
Oy Finnmatkat Ab1111,,FI7097853,1111,,
Oy Finnmatkat Ab2225,,FI7097853,2225,,
Oy Finnmatkat Ab4335,,FI7097853,4335,,
Oy Finnmatkat Ab25661,,FI7097853,25661,,
Oy Finnsusp Ab11200,,FI3037087,11200,,
Oy Flinkenberg Ab25853,,FI1082343,25853,,
Oy Ford Ab26002,,FI1082546,26002,,
OY FORD AB1123,,FI1082546,1123,,
Oy Framexa Optics Ab20383,,FI9540062,20383,,
Oy Fristyle Ab56140,,FI20407406,56140,,
Oy Futra Ltd51681,,FI10138177,51681,,
Oy Future Film Ab21099,,FI10132875,21099,,
Oy Future Film Distribution Ab54570,,FI20087844,54570,,
Oy Future Film Distribution Ab54788,,FI20087844,54788,,
Oy Future Film Entertainment Ab1674,,FI15477397,1674,,
Oy Future Film Entertainment Ab2338,,FI15477397,2338,,
Oy Gardenia-Helsinki Ab31922,,FI16048391,31922,,
Oy Glen Dimplex Nordic Ab53820,,FI9329160,53820,,
Oy Grana Finland Ab58048,,FI20417639,58048,,
Oy Gust. Ranin16131,,FI1711103,16131,,
Oy Gustav Paulig Ab1707,,FI8352916,1707,,
Oy Gustav Paulig Ab14238,,FI8352916,14238,,
Oy Gustav Paulig Ab22479,,FI8352916,22479,,
Oy Gustavsberg Ab10582,,FI3693922,10582,,
Oy gymicom Ab51120,,FI21593343,51120,,
Oy H & C Westerlund Ab35546,,FI6998449,35546,,
Oy H. Lundbeck Ab36475,,FI1110180,36475,,
Oy Hako Ground & Garden Ab28256,,FI10823895,28256,,
Oy Halva Ab1278,,FI1085157,1278,,
Oy Harkka-Yhtiöt Ab56099,,FI16242135,56099,,
Oy Harry Marcell Ab2270,,FI10310985,2270,,
Oy Hartwall Ab2933,,FI2134547,2933,,
Oy Hartwall Ab2935,,FI2134547,2935,,
Oy Hartwall Ab3665,,FI2134547,3665,,
Oy Hartwall Ab24080,,FI2134547,24080,,
Oy Hartwall Ab24455,,FI2134547,24455,,
Oy Hartwall Ab26037,,FI2134547,26037,,
Oy Hartwall Ab26842,,FI2134547,26842,,
Oy Hartwall Ab26844,,FI2134547,26844,,
Oy Hartwall Ab26963,,FI2134547,26963,,
Oy Hartwall Ab27853,,FI2134547,27853,,
Oy Hartwall Ab28555,,FI2134547,28555,,
Oy Hartwall Ab28714,,FI2134547,28714,,
Oy Hartwall Ab29294,,FI2134547,29294,,
Oy Hartwall Ab29743,,FI2134547,29743,,
Oy Hartwall Ab29844,,FI2134547,29844,,
Oy Hartwall Ab55256,,FI2134547,55256,,
Oy Hartwall Ab55344,,FI2134547,55344,,
Oy Hedengren Kodintekniikka Ab1189,,FI15093772,1189,,
Oy Hedengren Kodintekniikka Ab51220,,FI15093772,51220,,
Oy Helsingin Weekend Snacks Ltd17165,,FI10564299,17165,,
Oy HIFK-Hockey Ab26584,,FI16020663,26584,,
Oy HK-Kiinteistökeskus - Fastighetscentral Kanerva Ab38244,,FI9510488,38244,,
Oy Honkamajat Finland Ltd7897,,FI9983250,7897,,
Oy Hotel Express Finland Ab32389,,FI9672831,32389,,
Oy Hovisepät Ab51103,,FI1834234,51103,,
Oy Huntteri Ab31924,,FI9679945,31924,,
Oy Husqvarna Ab32153,,FI19638450,32153,,
Oy Husqvarna Ab1079,,FI19638450,1079,,
Oy HW-Company Ltd55234,,FI7559122,55234,,
Oy IBM Finland Ab23357,,FI1958763,23357,,
OY Imperial Sales AB33744,,FI16318654,33744,,
Oy Implantona Finland Ltd34400,,FI9890716,34400,,
Oy ItalFalo Finland50061,,FI22341949,50061,,
Oy IW-Net Ltd55009,,FI10288482,55009,,
Oy J. Mononen30716,,FI1492203,30716,,
Oy JVK Finland Ab51684,,FI22753783,51684,,
Oy K & B Asunnot-Bostäder Ab50573,,FI7101285,50573,,
Oy Kaffecentralen Finland Ab54023,,FI17296223,54023,,
Oy Kaha Ab10329,,FI8607173,10329,,
Oy Karl Fazer Ab2104,,FI2026693,2104,,
Oy Kendall Ab35899,,FI2990378,35899,,
Oy Keski-Yhtiöt Ab21052,,FI7308382,21052,,
OY KILROY Finland AB13203,,FI1153068,13203,,
Oy Kinos Motors ltd56218,,FI24160826,56218,,
Oy Klinex Ab29370,,FI1100804,29370,,
Oy Kombiset Ab20961,,FI5498098,20961,,
Oy Kon-Tiki Tours Ltd50928,,FI15890245,50928,,
Oy Konttorikone51472,,FI1410730,51472,,
Oy Kopparberg Finland Ab27190,,FI15410694,27190,,
Oy KristinaMedi Ab56641,,FI24221414,56641,,
Oy Kukkien Datavälitys DF Ltd25767,,FI6869786,25767,,
Oy Kuljetusliike Forsman Ab32032,,FI1956901,32032,,
Oy Kultainen Sherpa Ab50227,,FI22311029,50227,,
Oy Kuopio Group Ltd28598,,FI8961412,28598,,
Oy Kuulohansa Ab58156,,FI9740988,58156,,
Oy KWH Mirka Ab53878,,FI7217894,53878,,
Oy Lapetek Ab29852,,FI4888406,29852,,
Oy Lentomatkatoimisto Olympia Flygresebyrå Ab26001,,FI14538995,26001,,
Oy Levi Ski Resort Ltd7989,,FI2357804,7989,,
Oy Lindab Ab34263,,FI9207913,34263,,
Oy Linds Kök Ab53839,,FI16095008,53839,,
Oy Linnan Pallo Ab37552,,FI10100902,37552,,
"Oy Lomarengas Ab, Ltd11933",,FI9801728,11933,,
Oy Lottex Ab28848,,FI10349273,28848,,
Oy Lunawood Ltd34618,,FI6063635,34618,,
Oy Lunden Ab26452,,FI19923884,26452,,
Oy Luxottica Finland Ab20296,,FI9344141,20296,,
Oy Långvik Capital Ltd51297,,FI19607726,51297,,
Oy Löfgren & Stendahl Import Ab36331,,FI19575859,36331,,
Oy Magentur Ab56548,,FI22720244,56548,,
Oy Magnum Finland Ltd.36011,,FI7483877,36011,,
Oy Mainostoimisto Kaktus Reklambyrå Ab28374,,FI10193758,28374,,
Oy MakroBios Ab55707,,FI7727173,55707,,
Oy Mandala Travel Ltd50059,,FI22018391,50059,,
Oy Marektoy Ltd2912,,FI6236487,2912,,
Oy Martinex Ab1450,,FI5579832,1450,,
Oy Martinex Ab53338,,FI5579832,53338,,
Oy Matkahuolto Ab1372,,FI1113939,1372,,
Oy Matkahuolto Ab31934,,FI1113939,31934,,
Oy Matkahuolto Ab34403,,FI1113939,34403,,
Oy Max Promotions Ltd55599,,FI23495958,55599,,
Oy Maxisauce Ltd38105,,FI9834685,38105,,
Oy Medifon Ab57805,,FI4715986,57805,,
Oy Micky Björkholm Trading Ab18020,,FI5236856,18020,,
Oy Moccamaster Nordic Ab55913,,FI24030896,55913,,
Oy Moilas GF Ltd4233,,FI20013933,4233,,
Oy MPH Trading Ltd32648,,FI8858562,32648,,
Oy M-Point Ltd29154,,FI10163946,29154,,
Oy Mr. Big Ab35537,,FI10156017,35537,,
Oy MU-Consultants Ab13055,,FI7322248,13055,,
Oy MySports Ab51041,,FI20404934,51041,,
OY NAISTEN KUNTOKOULU JOENSUU56308,,FI19376657,56308,,
Oy Navy Blue Trading Ltd58119,,FI14787035,58119,,
Oy Neko Ab32423,,FI1467817,32423,,
Oy NHS- Nordic Health Systems Ab35337,,FI6493803,35337,,
Oy Nord-Finnhaus Ltd27165,,FI8465662,27165,,
Oy Nordia Produkter Ab54884,,FI6344699,54884,,
OY NORDIC FOOTWEAR LTD53536,,FI23199729,53536,,
Oy Nordic Moneta Ab25635,,FI16117123,25635,,
Oy Nordic Progress Ab38082,,FI8861796,38082,,
Oy Nordisk Film Ab18367,,FI5686566,18367,,
Oy Nordisk Film Ab21639,,FI5686566,21639,,
Oy Nordisk Film Ab22592,,FI5686566,22592,,
Oy Nordisk Film Ab56190,,FI5686566,56190,,
Oy Norex Cosmetics Ab29560,,FI6300856,29560,,
Oy Norex Spirits Ab28433,,FI9544637,28433,,
Oy NST Team Ab37906,,FI14865291,37906,,
Oy Nymix Ab52648,,FI7017155,52648,,
Oy Närpes Top-Food Ab17759,,FI4106419,17759,,
Oy Omnimedia Ltd23710,,FI9724363,23710,,
Oy Orasel Ltd37825,,FI18832892,37825,,
Oy Orient-Occident Ltd28485,,FI2018028,28485,,
Oy Orthex Finland Ab1536,,FI22624367,1536,,
Oy Osram Ab3419,,FI1123213,3419,,
Oy Oticon Ab35087,,FI6689849,35087,,
Oy Otto Brandt Ab58161,,FI15146424,58161,,
Oy Patrol Ab26455,,FI7742998,26455,,
Oy Perkko1436,,FI1126334,1436,,
Oy Perkko33534,,FI1126334,33534,,
Oy Perkko34276,,FI1126334,34276,,
Oy Pharma Nord Ab13638,,FI8630947,13638,,
Oy Piresma Ab2296,,FI5914741,2296,,
Oy PJK Test House Ab56474,,FI2242396,56474,,
Oy Plastex Ab23763,,FI1286709,23763,,
Oy Plentrafo Ab24781,,FI8207401,24781,,
Oy Pohjolan Liikenne Ab10370,,FI6781258,10370,,
